case_id,start_time,end_time,Activity,defectFixed,defectType,numberRepairs,Role,phoneType
15,2017-01-01T12:16:00,2017-01-01T12:25:00,Test Repair,TRUE,,0,Tester1,
15,2017-01-01T12:31:00,2017-01-01T12:31:00,Archive Repair,TRUE,,0,System,
150,2017-01-04T23:43:00,2017-01-04T23:43:00,Register,,,,System,
150,2017-01-04T23:43:00,2017-01-04T23:49:00,Analyze Defect,,8,,Tester1,T2
150,2017-01-05T00:11:00,2017-01-05T00:28:00,Repair (Complex),,,,SolverC2,
150,2017-01-05T00:24:00,2017-01-05T00:24:00,Inform User,,,,System,
150,2017-01-05T00:28:00,2017-01-05T00:37:00,Test Repair,TRUE,,0,Tester2,
150,2017-01-05T00:47:00,2017-01-05T00:47:00,Archive Repair,TRUE,,0,System,
151,2017-01-04T19:24:00,2017-01-04T19:24:00,Register,,,,System,
151,2017-01-04T19:24:00,2017-01-04T19:31:00,Analyze Defect,,6,,Tester5,T2
151,2017-01-04T19:58:00,2017-01-04T20:03:00,Repair (Simple),,,,SolverS1,
151,2017-01-04T19:59:00,2017-01-04T19:59:00,Inform User,,,,System,
151,2017-01-04T20:03:00,2017-01-04T20:12:00,Test Repair,FALSE,,1,Tester4,
151,2017-01-04T20:21:00,2017-01-04T20:21:00,Restart Repair,,,,System,
151,2017-01-04T20:21:00,2017-01-04T20:41:00,Repair (Simple),,,,SolverS3,
151,2017-01-04T20:41:00,2017-01-04T20:49:00,Test Repair,TRUE,,2,Tester4,
151,2017-01-04T20:58:00,2017-01-04T20:58:00,Archive Repair,TRUE,,2,System,
152,2017-01-05T09:09:00,2017-01-05T09:09:00,Register,,,,System,
152,2017-01-05T09:09:00,2017-01-05T09:15:00,Analyze Defect,,10,,Tester5,T1
152,2017-01-05T09:37:00,2017-01-05T09:37:00,Inform User,,,,System,
152,2017-01-05T09:42:00,2017-01-05T09:57:00,Repair (Complex),,,,SolverC1,
152,2017-01-05T09:57:00,2017-01-05T10:07:00,Test Repair,FALSE,,0,Tester5,
152,2017-01-05T10:16:00,2017-01-05T10:16:00,Restart Repair,,,,System,
152,2017-01-05T10:16:00,2017-01-05T10:32:00,Repair (Complex),,,,SolverC1,
152,2017-01-05T10:32:00,2017-01-05T10:38:00,Test Repair,TRUE,,0,Tester5,
152,2017-01-05T10:44:00,2017-01-05T10:44:00,Archive Repair,TRUE,,0,System,
153,2017-01-04T22:45:00,2017-01-04T22:45:00,Register,,,,System,
153,2017-01-04T22:45:00,2017-01-04T22:51:00,Analyze Defect,,3,,Tester2,T1
153,2017-01-04T23:00:00,2017-01-04T23:12:00,Repair (Simple),,,,SolverS2,
153,2017-01-04T23:12:00,2017-01-04T23:19:00,Test Repair,FALSE,,1,Tester3,
153,2017-01-04T23:28:00,2017-01-04T23:28:00,Restart Repair,,,,System,
153,2017-01-04T23:28:00,2017-01-04T23:42:00,Repair (Simple),,,,SolverS3,
153,2017-01-04T23:36:00,2017-01-04T23:36:00,Inform User,,,,System,
153,2017-01-04T23:42:00,2017-01-04T23:48:00,Test Repair,TRUE,,2,Tester2,
153,2017-01-04T23:55:00,2017-01-04T23:55:00,Archive Repair,TRUE,,2,System,
154,2017-01-05T15:30:00,2017-01-05T15:30:00,Register,,,,System,
154,2017-01-05T15:30:00,2017-01-05T15:37:00,Analyze Defect,,5,,Tester5,T1
154,2017-01-05T15:50:00,2017-01-05T15:55:00,Repair (Simple),,,,SolverS1,
154,2017-01-05T15:55:00,2017-01-05T16:03:00,Test Repair,FALSE,,1,Tester3,
154,2017-01-05T16:11:00,2017-01-05T16:11:00,Restart Repair,,,,System,
154,2017-01-05T16:11:00,2017-01-05T16:21:00,Repair (Complex),,,,SolverC1,
154,2017-01-05T16:14:00,2017-01-05T16:14:00,Inform User,,,,System,
154,2017-01-05T16:21:00,2017-01-05T16:30:00,Test Repair,TRUE,,1,Tester2,
154,2017-01-05T16:35:00,2017-01-05T16:35:00,Archive Repair,TRUE,,1,System,
155,2017-01-04T14:13:00,2017-01-04T14:13:00,Register,,,,System,
155,2017-01-04T14:13:00,2017-01-04T14:21:00,Analyze Defect,,5,,Tester4,T1
155,2017-01-04T14:37:00,2017-01-04T14:47:00,Repair (Complex),,,,SolverC1,
155,2017-01-04T14:47:00,2017-01-04T14:54:00,Test Repair,TRUE,,0,Tester5,
155,2017-01-04T14:58:00,2017-01-04T14:58:00,Inform User,,,,System,
155,2017-01-04T14:59:00,2017-01-04T14:59:00,Archive Repair,TRUE,,0,System,
156,2017-01-04T16:46:00,2017-01-04T16:46:00,Register,,,,System,
156,2017-01-04T16:46:00,2017-01-04T16:53:00,Analyze Defect,,9,,Tester3,T3
156,2017-01-04T17:16:00,2017-01-04T17:16:00,Inform User,,,,System,
156,2017-01-04T17:17:00,2017-01-04T17:29:00,Repair (Complex),,,,SolverC2,
156,2017-01-04T17:29:00,2017-01-04T17:34:00,Test Repair,TRUE,,0,Tester6,
156,2017-01-04T17:39:00,2017-01-04T17:39:00,Archive Repair,TRUE,,0,System,
157,2017-01-05T23:34:00,2017-01-05T23:34:00,Register,,,,System,
157,2017-01-05T23:34:00,2017-01-05T23:39:00,Analyze Defect,,8,,Tester3,T1
157,2017-01-05T23:40:00,2017-01-06T00:20:00,Repair (Complex),,,,SolverC3,
157,2017-01-06T00:03:00,2017-01-06T00:03:00,Inform User,,,,System,
157,2017-01-06T00:20:00,2017-01-06T00:26:00,Test Repair,TRUE,,0,Tester6,
157,2017-01-06T00:31:00,2017-01-06T00:31:00,Archive Repair,TRUE,,0,System,
158,2017-01-04T13:26:00,2017-01-04T13:26:00,Register,,,,System,
158,2017-01-04T13:26:00,2017-01-04T13:34:00,Analyze Defect,,2,,Tester6,T2
158,2017-01-04T13:41:00,2017-01-04T13:48:00,Repair (Simple),,,,SolverS1,
158,2017-01-04T13:48:00,2017-01-04T13:54:00,Test Repair,FALSE,,1,Tester4,
158,2017-01-04T13:59:00,2017-01-04T13:59:00,Restart Repair,,,,System,
158,2017-01-04T13:59:00,2017-01-04T14:06:00,Repair (Simple),,,,SolverS1,
158,2017-01-04T14:03:00,2017-01-04T14:03:00,Inform User,,,,System,
158,2017-01-04T14:06:00,2017-01-04T14:13:00,Test Repair,FALSE,,2,Tester6,
158,2017-01-04T14:21:00,2017-01-04T14:21:00,Restart Repair,,,,System,
158,2017-01-04T14:21:00,2017-01-04T14:29:00,Repair (Simple),,,,SolverS2,
158,2017-01-04T14:29:00,2017-01-04T14:39:00,Test Repair,TRUE,,3,Tester4,
158,2017-01-04T14:47:00,2017-01-04T14:47:00,Archive Repair,TRUE,,3,System,
159,2017-01-05T17:28:00,2017-01-05T17:28:00,Register,,,,System,
159,2017-01-05T17:28:00,2017-01-05T17:37:00,Analyze Defect,,8,,Tester1,T2
159,2017-01-05T17:41:00,2017-01-05T18:23:00,Repair (Complex),,,,SolverC3,
159,2017-01-05T18:23:00,2017-01-05T18:23:00,Inform User,,,,System,
159,2017-01-05T18:23:00,2017-01-05T18:29:00,Test Repair,TRUE,,0,Tester3,
159,2017-01-05T18:36:00,2017-01-05T18:36:00,Archive Repair,TRUE,,0,System,
16,2017-01-02T22:31:00,2017-01-02T22:31:00,Register,,,,System,
16,2017-01-02T22:31:00,2017-01-02T22:38:00,Analyze Defect,,7,,Tester5,T2
16,2017-01-02T22:49:00,2017-01-02T23:05:00,Repair (Complex),,,,SolverC1,
16,2017-01-02T23:05:00,2017-01-02T23:15:00,Test Repair,TRUE,,0,Tester5,
16,2017-01-02T23:17:00,2017-01-02T23:17:00,Inform User,,,,System,
16,2017-01-02T23:23:00,2017-01-02T23:23:00,Archive Repair,TRUE,,0,System,
160,2017-01-05T19:10:00,2017-01-05T19:10:00,Register,,,,System,
160,2017-01-05T19:10:00,2017-01-05T19:17:00,Analyze Defect,,9,,Tester4,T1
160,2017-01-05T19:20:00,2017-01-05T19:32:00,Repair (Complex),,,,SolverC1,
160,2017-01-05T19:32:00,2017-01-05T19:41:00,Test Repair,TRUE,,0,Tester1,
160,2017-01-05T19:41:00,2017-01-05T19:41:00,Inform User,,,,System,
160,2017-01-05T19:47:00,2017-01-05T19:47:00,Archive Repair,TRUE,,0,System,
161,2017-01-06T00:57:00,2017-01-06T00:57:00,Register,,,,System,
161,2017-01-06T00:57:00,2017-01-06T01:06:00,Analyze Defect,,8,,Tester5,T1
161,2017-01-06T01:08:00,2017-01-06T01:19:00,Repair (Complex),,,,SolverC1,
161,2017-01-06T01:19:00,2017-01-06T01:25:00,Test Repair,TRUE,,0,Tester2,
161,2017-01-06T01:21:00,2017-01-06T01:21:00,Inform User,,,,System,
161,2017-01-06T01:32:00,2017-01-06T01:32:00,Archive Repair,TRUE,,0,System,
162,2017-01-05T05:49:00,2017-01-05T05:49:00,Register,,,,System,
162,2017-01-05T05:49:00,2017-01-05T05:54:00,Analyze Defect,,10,,Tester1,T3
162,2017-01-05T06:15:00,2017-01-05T06:15:00,Inform User,,,,System,
162,2017-01-05T06:22:00,2017-01-05T06:40:00,Repair (Complex),,,,SolverC1,
162,2017-01-05T06:40:00,2017-01-05T06:49:00,Test Repair,TRUE,,0,Tester3,
162,2017-01-05T06:55:00,2017-01-05T06:55:00,Archive Repair,TRUE,,0,System,
163,2017-01-05T20:23:00,2017-01-05T20:23:00,Register,,,,System,
163,2017-01-05T20:23:00,2017-01-05T20:33:00,Analyze Defect,,3,,Tester6,T3
163,2017-01-05T20:43:00,2017-01-05T20:49:00,Repair (Simple),,,,SolverS1,
163,2017-01-05T20:49:00,2017-01-05T20:58:00,Test Repair,FALSE,,1,Tester3,
163,2017-01-05T20:53:00,2017-01-05T20:53:00,Inform User,,,,System,
163,2017-01-05T21:04:00,2017-01-05T21:04:00,Restart Repair,,,,System,
163,2017-01-05T21:04:00,2017-01-05T21:18:00,Repair (Simple),,,,SolverS2,
163,2017-01-05T21:18:00,2017-01-05T21:25:00,Test Repair,FALSE,,2,Tester4,
163,2017-01-05T21:35:00,2017-01-05T21:35:00,Restart Repair,,,,System,
163,2017-01-05T21:35:00,2017-01-05T21:51:00,Repair (Simple),,,,SolverS3,
163,2017-01-05T21:51:00,2017-01-05T21:56:00,Test Repair,TRUE,,3,Tester1,
163,2017-01-05T22:05:00,2017-01-05T22:05:00,Archive Repair,TRUE,,3,System,
164,2017-01-06T02:20:00,2017-01-06T02:20:00,Register,,,,System,
164,2017-01-06T02:20:00,2017-01-06T02:30:00,Analyze Defect,,8,,Tester1,T2
164,2017-01-06T02:44:00,2017-01-06T03:24:00,Repair (Complex),,,,SolverC3,
164,2017-01-06T02:47:00,2017-01-06T02:47:00,Inform User,,,,System,
164,2017-01-06T03:24:00,2017-01-06T03:30:00,Test Repair,TRUE,,0,Tester3,
164,2017-01-06T03:39:00,2017-01-06T03:39:00,Archive Repair,TRUE,,0,System,
165,2017-01-06T01:22:00,2017-01-06T01:22:00,Register,,,,System,
165,2017-01-06T01:22:00,2017-01-06T01:31:00,Analyze Defect,,10,,Tester5,T1
165,2017-01-06T01:38:00,2017-01-06T01:55:00,Repair (Complex),,,,SolverC1,
165,2017-01-06T01:55:00,2017-01-06T02:05:00,Test Repair,FALSE,,0,Tester2,
165,2017-01-06T02:09:00,2017-01-06T02:09:00,Inform User,,,,System,
165,2017-01-06T02:15:00,2017-01-06T02:15:00,Restart Repair,,,,System,
165,2017-01-06T02:15:00,2017-01-06T02:33:00,Repair (Complex),,,,SolverC2,
165,2017-01-06T02:33:00,2017-01-06T02:41:00,Test Repair,FALSE,,0,Tester2,
165,2017-01-06T02:49:00,2017-01-06T02:49:00,Restart Repair,,,,System,
165,2017-01-06T02:49:00,2017-01-06T03:00:00,Repair (Complex),,,,SolverC1,
165,2017-01-06T03:00:00,2017-01-06T03:06:00,Test Repair,TRUE,,0,Tester4,
165,2017-01-06T03:16:00,2017-01-06T03:16:00,Archive Repair,TRUE,,0,System,
166,2017-01-04T13:13:00,2017-01-04T13:13:00,Register,,,,System,
166,2017-01-04T13:13:00,2017-01-04T13:22:00,Analyze Defect,,7,,Tester3,T3
166,2017-01-04T13:32:00,2017-01-04T14:20:00,Repair (Complex),,,,SolverC3,
166,2017-01-04T13:58:00,2017-01-04T13:58:00,Inform User,,,,System,
166,2017-01-04T14:20:00,2017-01-04T14:26:00,Test Repair,TRUE,,0,Tester3,
166,2017-01-04T14:33:00,2017-01-04T14:33:00,Archive Repair,TRUE,,0,System,
167,2017-01-05T07:44:00,2017-01-05T07:44:00,Register,,,,System,
167,2017-01-05T07:44:00,2017-01-05T07:50:00,Analyze Defect,,2,,Tester6,T3
167,2017-01-05T08:18:00,2017-01-05T08:30:00,Repair (Simple),,,,SolverS2,
167,2017-01-05T08:20:00,2017-01-05T08:20:00,Inform User,,,,System,
167,2017-01-05T08:30:00,2017-01-05T08:40:00,Test Repair,FALSE,,1,Tester2,
167,2017-01-05T08:50:00,2017-01-05T08:50:00,Restart Repair,,,,System,
167,2017-01-05T08:50:00,2017-01-05T09:04:00,Repair (Simple),,,,SolverS2,
167,2017-01-05T09:04:00,2017-01-05T09:09:00,Test Repair,TRUE,,2,Tester3,
167,2017-01-05T09:14:00,2017-01-05T09:14:00,Archive Repair,TRUE,,2,System,
168,2017-01-04T18:11:00,2017-01-04T18:11:00,Register,,,,System,
168,2017-01-04T18:11:00,2017-01-04T18:18:00,Analyze Defect,,6,,Tester6,T1
168,2017-01-04T18:24:00,2017-01-04T18:37:00,Repair (Simple),,,,SolverS3,
168,2017-01-04T18:37:00,2017-01-04T18:43:00,Test Repair,TRUE,,1,Tester1,
168,2017-01-04T18:53:00,2017-01-04T18:53:00,Inform User,,,,System,
168,2017-01-04T18:53:00,2017-01-04T18:53:00,Archive Repair,TRUE,,1,System,
169,2017-01-05T16:10:00,2017-01-05T16:10:00,Register,,,,System,
169,2017-01-05T16:10:00,2017-01-05T16:20:00,Analyze Defect,,2,,Tester6,T1
169,2017-01-05T16:47:00,2017-01-05T17:02:00,Repair (Simple),,,,SolverS3,
169,2017-01-05T17:02:00,2017-01-05T17:08:00,Test Repair,TRUE,,1,Tester5,
169,2017-01-05T17:07:00,2017-01-05T17:07:00,Inform User,,,,System,
169,2017-01-05T17:13:00,2017-01-05T17:13:00,Archive Repair,TRUE,,1,System,
17,2017-01-02T17:11:00,2017-01-02T17:11:00,Register,,,,System,
17,2017-01-02T17:11:00,2017-01-02T17:20:00,Analyze Defect,,10,,Tester4,T3
17,2017-01-02T17:23:00,2017-01-02T17:42:00,Repair (Complex),,,,SolverC1,
17,2017-01-02T17:42:00,2017-01-02T17:48:00,Test Repair,FALSE,,0,Tester4,
17,2017-01-02T17:56:00,2017-01-02T17:56:00,Inform User,,,,System,
17,2017-01-02T17:58:00,2017-01-02T17:58:00,Restart Repair,,,,System,
17,2017-01-02T17:58:00,2017-01-02T18:11:00,Repair (Complex),,,,SolverC2,
17,2017-01-02T18:11:00,2017-01-02T18:20:00,Test Repair,FALSE,,0,Tester4,
17,2017-01-02T18:29:00,2017-01-02T18:29:00,Restart Repair,,,,System,
17,2017-01-02T18:29:00,2017-01-02T18:48:00,Repair (Complex),,,,SolverC1,
17,2017-01-02T18:48:00,2017-01-02T18:54:00,Test Repair,TRUE,,0,Tester5,
17,2017-01-02T18:59:00,2017-01-02T18:59:00,Archive Repair,TRUE,,0,System,
170,2017-01-04T21:45:00,2017-01-04T21:45:00,Register,,,,System,
170,2017-01-04T21:45:00,2017-01-04T21:51:00,Analyze Defect,,7,,Tester1,T3
170,2017-01-04T22:17:00,2017-01-04T22:28:00,Repair (Complex),,,,SolverC2,
170,2017-01-04T22:18:00,2017-01-04T22:18:00,Inform User,,,,System,
170,2017-01-04T22:28:00,2017-01-04T22:37:00,Test Repair,TRUE,,0,Tester5,
170,2017-01-04T22:47:00,2017-01-04T22:47:00,Archive Repair,TRUE,,0,System,
171,2017-01-05T06:21:00,2017-01-05T06:21:00,Register,,,,System,
171,2017-01-05T06:21:00,2017-01-05T06:27:00,Analyze Defect,,1,,Tester3,T3
171,2017-01-05T06:49:00,2017-01-05T06:54:00,Repair (Simple),,,,SolverS1,
171,2017-01-05T06:54:00,2017-01-05T07:04:00,Test Repair,FALSE,,1,Tester3,
171,2017-01-05T07:01:00,2017-01-05T07:01:00,Inform User,,,,System,
171,2017-01-05T07:11:00,2017-01-05T07:11:00,Restart Repair,,,,System,
171,2017-01-05T07:11:00,2017-01-05T07:16:00,Repair (Simple),,,,SolverS1,
171,2017-01-05T07:16:00,2017-01-05T07:21:00,Test Repair,FALSE,,2,Tester4,
171,2017-01-05T07:31:00,2017-01-05T07:31:00,Restart Repair,,,,System,
171,2017-01-05T07:31:00,2017-01-05T07:43:00,Repair (Simple),,,,SolverS2,
171,2017-01-05T07:43:00,2017-01-05T07:49:00,Test Repair,TRUE,,3,Tester5,
171,2017-01-05T07:58:00,2017-01-05T07:58:00,Archive Repair,TRUE,,3,System,
172,2017-01-05T12:05:00,2017-01-05T12:05:00,Register,,,,System,
172,2017-01-05T12:05:00,2017-01-05T12:13:00,Analyze Defect,,6,,Tester6,T2
172,2017-01-05T12:28:00,2017-01-05T12:28:00,Inform User,,,,System,
172,2017-01-05T12:33:00,2017-01-05T12:40:00,Repair (Simple),,,,SolverS1,
172,2017-01-05T12:40:00,2017-01-05T12:46:00,Test Repair,FALSE,,1,Tester4,
172,2017-01-05T12:54:00,2017-01-05T12:54:00,Restart Repair,,,,System,
172,2017-01-05T12:54:00,2017-01-05T13:08:00,Repair (Complex),,,,SolverC1,
172,2017-01-05T13:08:00,2017-01-05T13:15:00,Test Repair,TRUE,,1,Tester5,
172,2017-01-05T13:24:00,2017-01-05T13:24:00,Archive Repair,TRUE,,1,System,
173,2017-01-05T01:48:00,2017-01-05T01:48:00,Register,,,,System,
173,2017-01-05T01:48:00,2017-01-05T01:55:00,Analyze Defect,,7,,Tester1,T1
173,2017-01-05T02:02:00,2017-01-05T02:43:00,Repair (Complex),,,,SolverC3,
173,2017-01-05T02:32:00,2017-01-05T02:32:00,Inform User,,,,System,
173,2017-01-05T02:43:00,2017-01-05T02:51:00,Test Repair,TRUE,,0,Tester5,
173,2017-01-05T02:59:00,2017-01-05T02:59:00,Archive Repair,TRUE,,0,System,
174,2017-01-04T18:17:00,2017-01-04T18:17:00,Register,,,,System,
174,2017-01-04T18:17:00,2017-01-04T18:22:00,Analyze Defect,,1,,Tester1,T3
174,2017-01-04T18:49:00,2017-01-04T18:49:00,Inform User,,,,System,
174,2017-01-04T18:50:00,2017-01-04T18:55:00,Repair (Simple),,,,SolverS1,
174,2017-01-04T18:55:00,2017-01-04T19:03:00,Test Repair,FALSE,,1,Tester5,
174,2017-01-04T19:11:00,2017-01-04T19:11:00,Restart Repair,,,,System,
174,2017-01-04T19:11:00,2017-01-04T19:21:00,Repair (Simple),,,,SolverS2,
174,2017-01-04T19:21:00,2017-01-04T19:31:00,Test Repair,TRUE,,2,Tester1,
174,2017-01-04T19:41:00,2017-01-04T19:41:00,Archive Repair,TRUE,,2,System,
175,2017-01-06T07:03:00,2017-01-06T07:03:00,Register,,,,System,
175,2017-01-06T07:03:00,2017-01-06T07:10:00,Analyze Defect,,4,,Tester2,T3
175,2017-01-06T07:34:00,2017-01-06T07:40:00,Repair (Simple),,,,SolverS1,
175,2017-01-06T07:40:00,2017-01-06T07:49:00,Test Repair,FALSE,,1,Tester2,
175,2017-01-06T07:45:00,2017-01-06T07:45:00,Inform User,,,,System,
175,2017-01-06T07:59:00,2017-01-06T07:59:00,Restart Repair,,,,System,
175,2017-01-06T07:59:00,2017-01-06T08:12:00,Repair (Simple),,,,SolverS2,
175,2017-01-06T08:12:00,2017-01-06T08:21:00,Test Repair,TRUE,,2,Tester5,
175,2017-01-06T08:31:00,2017-01-06T08:31:00,Archive Repair,TRUE,,2,System,
176,2017-01-05T07:04:00,2017-01-05T07:04:00,Register,,,,System,
176,2017-01-05T07:04:00,2017-01-05T07:13:00,Analyze Defect,,6,,Tester3,T2
176,2017-01-05T07:31:00,2017-01-05T07:36:00,Repair (Simple),,,,SolverS1,
176,2017-01-05T07:36:00,2017-01-05T07:44:00,Test Repair,FALSE,,1,Tester1,
176,2017-01-05T07:49:00,2017-01-05T07:49:00,Restart Repair,,,,System,
176,2017-01-05T07:49:00,2017-01-05T07:59:00,Repair (Complex),,,,SolverC2,
176,2017-01-05T07:59:00,2017-01-05T08:08:00,Test Repair,TRUE,,1,Tester3,
176,2017-01-05T07:59:00,2017-01-05T07:59:00,Inform User,,,,System,
176,2017-01-05T08:14:00,2017-01-05T08:14:00,Archive Repair,TRUE,,1,System,
177,2017-01-05T20:57:00,2017-01-05T20:57:00,Register,,,,System,
177,2017-01-05T20:57:00,2017-01-05T21:05:00,Analyze Defect,,7,,Tester6,T3
177,2017-01-05T21:13:00,2017-01-05T21:28:00,Repair (Complex),,,,SolverC1,
177,2017-01-05T21:28:00,2017-01-05T21:35:00,Test Repair,TRUE,,0,Tester5,
177,2017-01-05T21:53:00,2017-01-05T21:53:00,Inform User,,,,System,
177,2017-01-05T21:53:00,2017-01-05T21:53:00,Archive Repair,TRUE,,0,System,
178,2017-01-04T20:44:00,2017-01-04T20:44:00,Register,,,,System,
178,2017-01-04T20:44:00,2017-01-04T20:54:00,Analyze Defect,,2,,Tester3,T2
178,2017-01-04T21:23:00,2017-01-04T21:23:00,Inform User,,,,System,
178,2017-01-04T21:24:00,2017-01-04T21:30:00,Repair (Simple),,,,SolverS1,
178,2017-01-04T21:30:00,2017-01-04T21:35:00,Test Repair,FALSE,,1,Tester4,
178,2017-01-04T21:44:00,2017-01-04T21:44:00,Restart Repair,,,,System,
178,2017-01-04T21:44:00,2017-01-04T21:50:00,Repair (Simple),,,,SolverS1,
178,2017-01-04T21:50:00,2017-01-04T21:55:00,Test Repair,FALSE,,2,Tester6,
178,2017-01-04T22:00:00,2017-01-04T22:00:00,Restart Repair,,,,System,
178,2017-01-04T22:00:00,2017-01-04T22:07:00,Repair (Simple),,,,SolverS1,
178,2017-01-04T22:07:00,2017-01-04T22:13:00,Test Repair,FALSE,,3,Tester3,
178,2017-01-04T22:20:00,2017-01-04T22:20:00,Archive Repair,FALSE,,3,System,
179,2017-01-05T18:36:00,2017-01-05T18:36:00,Register,,,,System,
179,2017-01-05T18:36:00,2017-01-05T18:42:00,Analyze Defect,,8,,Tester6,T1
179,2017-01-05T18:54:00,2017-01-05T19:09:00,Repair (Complex),,,,SolverC1,
179,2017-01-05T19:09:00,2017-01-05T19:18:00,Test Repair,TRUE,,0,Tester6,
179,2017-01-05T19:17:00,2017-01-05T19:17:00,Inform User,,,,System,
179,2017-01-05T19:27:00,2017-01-05T19:27:00,Archive Repair,TRUE,,0,System,
18,2017-01-01T07:36:00,2017-01-01T07:36:00,Register,,,,System,
18,2017-01-01T07:36:00,2017-01-01T07:44:00,Analyze Defect,,5,,Tester6,T3
18,2017-01-01T07:56:00,2017-01-01T08:03:00,Repair (Simple),,,,SolverS1,
18,2017-01-01T08:03:00,2017-01-01T08:13:00,Test Repair,FALSE,,1,Tester1,
18,2017-01-01T08:18:00,2017-01-01T08:18:00,Restart Repair,,,,System,
18,2017-01-01T08:18:00,2017-01-01T08:35:00,Repair (Complex),,,,SolverC1,
18,2017-01-01T08:24:00,2017-01-01T08:24:00,Inform User,,,,System,
18,2017-01-01T08:35:00,2017-01-01T08:41:00,Test Repair,TRUE,,1,Tester2,
18,2017-01-01T08:51:00,2017-01-01T08:51:00,Archive Repair,TRUE,,1,System,
180,2017-01-05T15:25:00,2017-01-05T15:25:00,Register,,,,System,
180,2017-01-05T15:25:00,2017-01-05T15:35:00,Analyze Defect,,7,,Tester1,T1
180,2017-01-05T15:44:00,2017-01-05T16:04:00,Repair (Complex),,,,SolverC1,
180,2017-01-05T16:04:00,2017-01-05T16:09:00,Test Repair,TRUE,,0,Tester6,
180,2017-01-05T16:22:00,2017-01-05T16:22:00,Inform User,,,,System,
180,2017-01-05T16:22:00,2017-01-05T16:22:00,Archive Repair,TRUE,,0,System,
181,2017-01-05T01:07:00,2017-01-05T01:07:00,Register,,,,System,
181,2017-01-05T01:07:00,2017-01-05T01:17:00,Analyze Defect,,7,,Tester3,T1
181,2017-01-05T01:47:00,2017-01-05T02:04:00,Repair (Complex),,,,SolverC2,
181,2017-01-05T01:56:00,2017-01-05T01:56:00,Inform User,,,,System,
181,2017-01-05T02:04:00,2017-01-05T02:10:00,Test Repair,TRUE,,0,Tester2,
181,2017-01-05T02:18:00,2017-01-05T02:18:00,Archive Repair,TRUE,,0,System,
182,2017-01-05T00:03:00,2017-01-05T00:03:00,Register,,,,System,
182,2017-01-05T00:03:00,2017-01-05T00:08:00,Analyze Defect,,8,,Tester6,T3
182,2017-01-05T00:35:00,2017-01-05T01:17:00,Repair (Complex),,,,SolverC3,
182,2017-01-05T00:55:00,2017-01-05T00:55:00,Inform User,,,,System,
182,2017-01-05T01:17:00,2017-01-05T01:22:00,Test Repair,TRUE,,0,Tester5,
182,2017-01-05T01:28:00,2017-01-05T01:28:00,Archive Repair,TRUE,,0,System,
183,2017-01-06T03:09:00,2017-01-06T03:09:00,Register,,,,System,
183,2017-01-06T03:09:00,2017-01-06T03:19:00,Analyze Defect,,7,,Tester6,T3
183,2017-01-06T03:24:00,2017-01-06T03:35:00,Repair (Complex),,,,SolverC1,
183,2017-01-06T03:35:00,2017-01-06T03:45:00,Test Repair,TRUE,,0,Tester1,
183,2017-01-06T03:54:00,2017-01-06T03:54:00,Inform User,,,,System,
183,2017-01-06T03:54:00,2017-01-06T03:54:00,Archive Repair,TRUE,,0,System,
184,2017-01-04T22:05:00,2017-01-04T22:05:00,Register,,,,System,
184,2017-01-04T22:05:00,2017-01-04T22:13:00,Analyze Defect,,10,,Tester1,T2
184,2017-01-04T22:25:00,2017-01-04T22:35:00,Repair (Complex),,,,SolverC1,
184,2017-01-04T22:35:00,2017-01-04T22:42:00,Test Repair,TRUE,,0,Tester3,
184,2017-01-04T22:46:00,2017-01-04T22:46:00,Inform User,,,,System,
184,2017-01-04T22:50:00,2017-01-04T22:50:00,Archive Repair,TRUE,,0,System,
185,2017-01-05T03:52:00,2017-01-05T03:52:00,Register,,,,System,
185,2017-01-05T03:52:00,2017-01-05T04:02:00,Analyze Defect,,10,,Tester4,T2
185,2017-01-05T04:23:00,2017-01-05T04:36:00,Repair (Complex),,,,SolverC1,
185,2017-01-05T04:36:00,2017-01-05T04:41:00,Test Repair,FALSE,,0,Tester5,
185,2017-01-05T04:47:00,2017-01-05T04:47:00,Inform User,,,,System,
185,2017-01-05T04:49:00,2017-01-05T04:49:00,Restart Repair,,,,System,
185,2017-01-05T04:49:00,2017-01-05T05:02:00,Repair (Complex),,,,SolverC1,
185,2017-01-05T05:02:00,2017-01-05T05:07:00,Test Repair,TRUE,,0,Tester4,
185,2017-01-05T05:16:00,2017-01-05T05:16:00,Archive Repair,TRUE,,0,System,
186,2017-01-05T20:21:00,2017-01-05T20:21:00,Register,,,,System,
186,2017-01-05T20:21:00,2017-01-05T20:30:00,Analyze Defect,,1,,Tester3,T3
186,2017-01-05T20:31:00,2017-01-05T20:37:00,Repair (Simple),,,,SolverS1,
186,2017-01-05T20:37:00,2017-01-05T20:43:00,Test Repair,FALSE,,1,Tester2,
186,2017-01-05T20:51:00,2017-01-05T20:51:00,Restart Repair,,,,System,
186,2017-01-05T20:51:00,2017-01-05T20:58:00,Repair (Simple),,,,SolverS1,
186,2017-01-05T20:57:00,2017-01-05T20:57:00,Inform User,,,,System,
186,2017-01-05T20:58:00,2017-01-05T21:07:00,Test Repair,FALSE,,2,Tester5,
186,2017-01-05T21:13:00,2017-01-05T21:13:00,Restart Repair,,,,System,
186,2017-01-05T21:13:00,2017-01-05T21:23:00,Repair (Simple),,,,SolverS3,
